trial,focal_length,simulation_success,error_message
111,24.873482870539387,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
112,24.84246593585079,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
113,24.58403263186049,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
114,25.03959588980561,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
115,25.658997511453027,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
116,25.545825591534502,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
117,25.16127126398312,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
118,24.969351502669756,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
119,25.095384067439582,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
120,25.14400633802271,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
121,24.91980867526991,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
122,24.762054185820567,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
123,25.249319106678936,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
124,24.910202872177344,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
125,25.201059433926556,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
126,24.66341528300636,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
127,24.660312431006762,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
128,24.61044697802875,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
129,24.800192500715415,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
130,24.931943144078208,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
131,24.940683089742713,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
132,25.538411636733972,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
133,25.060881342628576,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
134,25.019599584868494,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
135,24.95687938001925,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
136,25.549810323682596,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
137,24.649326681854674,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
138,25.241171966651866,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
139,24.95402646886271,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
140,24.783834748433126,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
141,24.542393013383098,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
142,24.814111354132095,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
143,25.002030907140863,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
144,24.881983349529555,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
145,24.32184470287488,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
146,24.67874555556545,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
147,24.81815361158162,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
148,25.516291259859248,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
149,25.111915666581748,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
150,25.324007172105503,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
151,24.715641878363623,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
152,25.032508372363885,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
153,24.982126316220942,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
154,24.858591090170954,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
155,24.545289525532375,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
156,24.87656319196306,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
157,24.731765289447697,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
158,24.95070546155785,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
159,25.022931388367226,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
160,24.71057001975689,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
161,24.699200130876697,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
162,24.28596415455545,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
163,24.73668436523549,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
164,24.841420525678277,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
165,24.85744835718972,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
166,25.34201261894794,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
167,24.929747624082452,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
168,24.60107368510688,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
169,24.654317186345487,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
170,24.875596683125295,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
171,25.080860602152892,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
172,25.237862250459337,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
173,24.65193860604113,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
174,25.319500341090528,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
175,25.09859279138271,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
176,25.313594948432964,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
177,24.741011849066435,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
178,25.41260060098218,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
179,24.784393337366836,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
180,25.073523379791823,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
181,25.130837232909666,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
182,25.020143464717336,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
183,25.028243571224206,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
184,25.193561925609348,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
185,24.29007028358929,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
186,25.096988891963235,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
187,24.819749090606333,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
188,24.686123051975944,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
189,24.793710108006014,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
190,25.508953637305023,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
191,24.660138778533447,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
192,24.98382166575877,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
193,25.55908366537857,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
194,25.079255012592817,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
195,24.862297194589335,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
196,24.601142079492636,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
197,24.892770357630887,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
198,24.997120656178527,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
199,24.696792498320367,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
200,24.815226511772348,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
201,25.16484910449149,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
202,24.843531868481172,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
203,25.301789787191453,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
204,25.013831926459403,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
205,24.92465253130233,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
206,24.661977288585238,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
207,25.244707313490917,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
208,25.09724217525652,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
209,25.139079155615843,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
210,25.12685658672352,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
211,25.003077149464236,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
212,24.522578243904597,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
213,25.271935034097396,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
214,25.355024140356207,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
215,24.821329708328644,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
216,24.79141415786932,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
217,24.736345486321234,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
218,24.923586558945484,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
219,24.654791842824544,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
220,24.858392475687385,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
221,25.18075688843692,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
222,25.111880811611137,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
223,25.151358031320722,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
224,24.59093696048319,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
225,24.94477438358484,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
226,24.894105665262146,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
227,24.985091966480134,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
228,24.973832653524173,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
229,25.262978633617006,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
230,25.372126934848737,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
231,24.383840351424645,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
232,25.210979938976962,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
233,24.706291546152883,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
234,25.05883447127758,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
235,24.736185734796276,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
236,24.913169241955664,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
237,25.383214699218325,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
238,24.723034959857028,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
239,24.930745496091234,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
240,25.668004741198967,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
241,25.443670799816577,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
242,25.137024628178416,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
243,24.71888849884082,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
244,25.05122224880499,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
245,24.838715855838444,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
246,24.91211781180547,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
247,24.87566685277579,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
248,25.140753962313998,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
249,25.193846431738763,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
250,25.106381364052755,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
251,24.555149318391564,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
252,25.620629658353998,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
253,25.331910447111145,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
254,25.096421737255397,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
255,25.429651087628077,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
256,24.881618310351573,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
257,24.94351959723889,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
258,24.991317012588237,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
259,24.663105594371455,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
260,25.020961266424866,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
261,25.06301679976214,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
262,25.138488546055676,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
263,24.467747236928773,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
264,25.40030492177824,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
265,25.00578064489204,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
266,25.25067049115005,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
267,24.611385529966515,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
268,25.27085652715911,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
269,24.954121841856313,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
270,24.749833781601374,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
271,25.29286131041224,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
272,24.7658939135718,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
273,24.832653064597142,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
274,25.08896480696236,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
275,24.737438744654476,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
276,25.02938518839161,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
277,25.23549476866494,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
278,25.111417266425555,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
279,24.970633547415314,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
280,24.817987391586364,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
281,25.415229183382216,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
282,25.222966588293122,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
283,24.93026326894344,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
284,24.7961006376229,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
285,24.761594064791634,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
286,25.202137625383262,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
287,24.84321698588763,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
288,25.467330447210337,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
289,24.933854357631887,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
290,25.30295977239272,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
291,24.954564069841272,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
292,24.818402044503674,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
293,24.37528879925341,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
294,25.45094865130159,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
295,24.63761499579347,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
296,25.00065541631211,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
297,24.865910452259627,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
298,24.647265003567142,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
299,24.462933787021438,False,'StarTrackerPipeline' object has no attribute 'analyze_psf_file'
